row_id,user_id,video_id,score
309,115,627,0.5
310,118,7235,0.5
311,118,94,0.5
312,118,3588,0.5
313,118,1069,0.5
314,118,4906,0.5
315,118,1069,0.5
316,118,6243,0.5
317,119,6507,0.5
318,120,909,0.5
319,121,4013,0.5
320,121,6527,0.5
321,121,4242,0.5
322,121,6154,0.5
323,121,2068,0.5
324,121,2798,0.5
325,121,4980,0.5
326,121,6243,0.5
327,121,4421,0.5
328,121,4906,0.5
329,121,6687,0.5
330,122,5522,0.5
331,122,3831,0.5
332,122,4794,0.5
333,122,1200,0.5
334,122,3000,0.5
335,122,1058,0.5
336,122,4955,0.5
337,122,4319,0.5
338,124,6921,0.5
339,124,3735,0.5
340,124,6975,0.5
341,125,233,0.5
342,125,6141,0.5
343,125,5774,0.5
344,125,6019,0.5
345,125,2551,0.5
346,125,2726,0.5
347,125,6701,0.5
348,127,5034,0.5
349,127,6541,0.5
350,127,3902,0.5
351,127,597,0.5
352,129,2268,0.5
353,129,3273,0.5
354,130,4562,0.5
355,130,5272,0.5
356,130,4322,0.5
357,130,2438,0.5
358,130,5571,0.5
359,132,3218,0.5
360,132,393,0.5
361,132,5354,0.5
362,133,3020,0.5
363,133,3232,0.5
364,135,299,0.5
365,136,7015,0.5
366,136,4216,0.5
367,137,4636,0.5
368,138,4041,0.5
369,138,4411,0.5
370,138,2959,0.5
371,138,7196,0.5
372,138,2596,0.5
373,138,178,0.5
374,138,5734,0.5
375,139,969,0.5
376,142,1143,0.5
377,142,3831,0.5
378,142,6447,0.5
379,142,3348,0.5
380,142,6015,0.5
381,142,3283,0.5
382,142,6507,0.5
383,142,2487,0.5
384,142,4116,0.5
385,142,3830,0.5
386,142,4690,0.5
387,142,1377,0.5
388,145,728,0.5
389,145,728,0.5
390,145,5633,0.5
391,145,3836,0.5
392,145,4631,0.5
393,145,7065,0.5
394,147,4906,0.5
395,147,3831,0.5
396,147,3652,0.5
397,147,2594,0.5
398,147,6029,0.5
399,147,2435,0.5
400,147,2838,0.5
401,148,1133,0.5
402,148,3236,0.5
403,149,6036,0.5
404,149,6036,0.5
405,149,6867,0.5
406,149,228,0.5
407,149,3159,0.5
408,149,2339,0.5
409,150,2594,0.5
410,150,4636,0.5
411,150,5159,0.5
412,151,2897,0.5
413,152,2317,0.5
414,152,6921,0.5
415,152,1075,0.5
416,152,559,0.5
417,152,5176,0.5
418,153,1768,0.5
419,153,664,0.5
420,153,3564,0.5
421,154,7412,0.5
422,155,3600,0.5
423,156,6794,0.5
424,156,1868,0.5
425,156,1185,0.5
426,157,769,0.5
427,157,4965,0.5
428,157,4846,0.5
429,157,48,0.5
430,157,3041,0.5
431,158,362,0.5
432,158,3498,0.5
433,158,4423,0.5
434,158,6527,0.5
435,158,1200,0.5
436,158,4670,0.5
437,158,3836,0.5
438,159,4646,0.5
439,159,548,0.5
440,159,5478,0.5
441,159,1248,0.5
442,160,1184,0.5
443,160,6092,0.5
444,161,2833,0.5
445,161,2407,0.5
446,163,2747,0.5
447,165,3000,0.5
448,165,7240,0.5
449,165,2552,0.5
450,165,791,0.5
451,165,627,0.5
452,166,54,0.5
453,166,2949,0.5
454,166,3906,0.5
455,166,1285,0.5
456,166,5872,0.5
457,167,4169,0.5
458,168,5497,0.5
459,168,4640,0.5
460,168,3685,0.5
461,168,6712,0.5
462,168,39,0.5
463,169,3238,0.5
464,169,5392,0.5
465,169,5913,0.5
466,169,1045,0.5
467,172,5246,0.5
468,172,6619,0.5
469,172,3561,0.5
470,172,597,0.5
471,172,7136,0.5
472,173,7444,0.5
473,173,6910,0.5
474,173,3215,0.5
475,173,6019,0.5
476,173,5497,0.5
477,175,3969,0.5
478,175,6882,0.5
479,175,1189,0.5
480,176,7177,0.5
481,176,2949,0.5
482,176,5290,0.5
483,176,2561,0.5
484,176,6778,0.5
485,176,3740,0.5
486,176,4907,0.5
487,176,5860,0.5
488,177,4646,0.5
489,177,3746,0.5
490,179,5158,0.5
491,179,5374,0.5
492,179,4941,0.5
493,179,204,0.5
494,179,5849,0.5
495,179,6298,0.5
496,180,274,0.5
497,180,2607,0.5
498,180,5013,0.5
499,181,2535,0.5
500,181,402,0.5
501,181,4113,0.5
502,181,969,0.5
503,182,5615,0.5
504,183,6942,0.5
505,184,2030,0.5
506,184,2279,0.5
507,184,3611,0.5
508,184,445,0.5
509,184,4856,0.5
510,184,3831,0.5
511,185,2712,0.5
512,187,4971,0.5
513,189,967,0.5
514,190,1490,0.5
515,190,4496,0.5
516,190,4646,0.5
517,190,5975,0.5
518,190,7423,0.5
519,190,7136,0.5
520,191,281,0.5
521,191,1184,0.5
522,192,1934,0.5
523,192,2313,0.5
524,192,6981,0.5
525,193,29,0.5
526,195,4646,0.5
527,196,2254,0.5
528,197,1742,0.5
529,198,584,0.5
530,198,7380,0.5
531,198,1412,0.5
532,198,2980,0.5
533,198,30,0.5
534,201,6006,0.5
535,201,6006,0.5
536,204,63,0.5
537,204,2313,0.5
538,204,4476,0.5
539,204,3984,0.5
540,204,3423,0.5
541,204,4341,0.5
542,204,2912,0.5
543,204,626,0.5
544,204,6094,0.5
545,204,281,0.5
546,204,1613,0.5
547,204,4771,0.5
548,204,2833,0.5
549,204,665,0.5
550,204,5928,0.5
551,204,5928,0.5
552,204,2464,0.5
553,204,5239,0.5
554,204,3504,0.5
555,205,7213,0.5
556,205,5602,0.5
557,205,4789,0.5
558,205,6687,0.5
559,206,2313,0.5
560,208,407,0.5
561,208,2509,0.5
562,209,6272,0.5
563,209,5545,0.5
564,210,1206,0.5
565,210,7482,0.5
566,210,168,0.5
567,210,1187,0.5
568,210,3273,0.5
569,211,685,0.5
570,211,6778,0.5
571,211,136,0.5
572,211,633,0.5
573,211,2961,0.5
574,211,41,0.5
575,212,3561,0.5
576,212,7128,0.5
577,213,6298,0.5
578,213,2733,0.5
579,213,4649,0.5
580,213,3232,0.5
581,214,904,0.5
582,214,5314,0.5
583,214,6130,0.5
584,214,6504,0.5
585,214,3891,0.5
586,214,7271,0.5
587,214,1391,0.5
588,215,2197,0.5
589,215,3857,0.5
590,215,6416,0.5
591,215,6378,0.5
592,215,7318,0.5
593,215,3625,0.5
594,216,4640,0.5
595,216,304,0.5
596,216,4867,0.5
597,216,3369,0.5
598,216,1498,0.5
599,218,4586,0.5
600,218,1825,0.5
601,218,4937,0.5
602,218,3227,0.5
603,218,2544,0.5
604,218,7257,0.5
605,218,2054,0.5
606,218,5561,0.5
607,218,5665,0.5
608,219,4270,0.5
609,221,4182,0.5
610,221,1857,0.5
611,221,3418,0.5
612,225,3331,0.5
613,225,5522,0.5
614,225,6852,0.5
615,226,5633,0.5
616,226,3654,0.5
617,227,2171,0.5
618,227,3936,0.5
619,227,627,0.5
620,227,347,0.5
621,227,6605,0.5
622,227,6942,0.5
623,227,232,0.5
624,227,6832,0.5
625,227,6365,0.5
626,227,5186,0.5
627,227,140,0.5
628,227,5075,0.5
629,228,1299,0.5
630,228,4706,0.5
631,228,5607,0.5
632,228,2630,0.5
633,228,5844,0.5
634,228,4672,0.5
635,229,2313,0.5
636,230,6132,0.5
637,231,4904,0.5
638,232,2590,0.5
639,232,5585,0.5
640,232,35,0.5
641,232,4644,0.5
642,232,1528,0.5
643,234,2670,0.5
644,234,5235,0.5
645,234,5608,0.5
646,234,6236,0.5
647,236,5697,0.5
648,236,2303,0.5
649,236,445,0.5
650,237,4272,0.5
651,237,6291,0.5
652,238,2391,0.5
653,238,3483,0.5
654,238,618,0.5
655,238,1691,0.5
656,238,679,0.5
657,238,6979,0.5
658,238,273,0.5
659,238,3310,0.5
660,238,3673,0.5
661,238,1458,0.5
662,238,909,0.5
663,238,1048,0.5
664,238,4185,0.5
665,239,1069,0.5
666,239,4197,0.5
667,240,153,0.5
668,240,1510,0.5
669,240,936,0.5
670,240,5620,0.5
671,241,4955,0.5
672,241,5553,0.5
673,242,3775,0.5
674,242,4032,0.5
675,243,3018,0.5
676,243,2303,0.5
677,243,5314,0.5
678,244,2501,0.5
679,245,2659,0.5
680,246,2297,0.5
681,246,5804,0.5
682,246,3978,0.5
683,247,5318,0.5
684,248,6711,0.5
685,249,3936,0.5
686,250,534,0.5
687,250,6425,0.5
688,250,3277,0.5
689,250,4631,0.5
690,250,1749,0.5
691,250,2631,0.5
692,250,1707,0.5
693,250,1060,0.5
694,251,745,0.5
695,251,4670,0.5
696,252,204,0.5
697,252,985,0.5
698,252,985,0.5
699,254,7172,0.5
700,254,4270,0.5
701,254,6390,0.5
702,255,3654,0.5
703,255,254,0.5
704,256,1755,0.5
705,257,969,0.5
706,258,4284,0.5
707,258,1487,0.5
708,259,1837,0.5
709,259,4263,0.5
710,260,3125,0.5
711,261,2510,0.5
712,261,6282,0.5
713,261,7440,0.5
714,261,134,0.5
715,261,1934,0.5
716,261,909,0.5
717,261,5310,0.5
718,261,6809,0.5
719,261,1326,0.5
720,261,4130,0.5
721,261,3310,0.5
722,261,4960,0.5
723,263,3441,0.5
724,263,7063,0.5
725,264,4721,0.5
726,264,6063,0.5
727,264,6531,0.5
728,265,1047,0.5
729,265,1704,0.5
730,267,3090,0.5
731,267,6839,0.5
732,269,4636,0.5
733,269,3949,0.5
734,269,1976,0.5
735,269,4162,0.5
736,269,3654,0.5
737,270,5872,0.5
738,270,5414,0.5
739,271,1725,0.5
740,272,728,0.5
741,272,728,0.5
742,272,1285,0.5
743,272,4831,0.5
744,272,1018,0.5
745,272,4640,0.5
746,274,6426,0.5
747,276,6531,0.5
748,276,3213,0.5
749,276,2383,0.5
750,276,832,0.5
751,277,2941,0.5
752,278,7172,0.5
753,278,430,0.5
754,278,4814,0.5
755,278,5674,0.5
756,278,2712,0.5
757,278,1285,0.5
758,278,1638,0.5
759,278,4549,0.5
760,278,6921,0.5
761,278,1225,0.5
762,278,2076,0.5
763,279,6921,0.5
764,279,1575,0.5
765,279,1486,0.5
766,279,1110,0.5
767,279,1636,0.5
768,280,4607,0.5
769,282,6877,0.5
770,283,1807,0.5
771,283,1402,0.5
772,284,5826,0.5
773,284,4579,0.5
774,284,5513,0.5
775,284,7498,0.5
776,284,5674,0.5
777,284,453,0.5
778,284,7172,0.5
779,286,3645,0.5
780,286,7257,0.5
781,286,4144,0.5
782,286,2740,0.5
783,286,4640,0.5
784,286,120,0.5
785,286,3143,0.5
786,287,1110,0.5
787,287,3755,0.5
788,287,1957,0.5
789,288,197,0.5
790,288,7358,0.5
791,289,7436,0.5
792,289,1938,0.5
793,289,5933,0.5
794,289,6118,0.5
795,289,2962,0.5
796,289,4549,0.5
797,289,6061,0.5
798,289,3500,0.5
799,289,7471,0.5
800,289,1096,0.5
801,289,1096,0.5
802,289,6396,0.5
803,289,4751,0.5
804,289,2313,0.5
805,289,3670,0.5
806,289,4899,0.5
807,289,1754,0.5
808,289,4283,0.5
809,289,6975,0.5
810,289,5379,0.5
811,289,2949,0.5
812,290,2732,0.5
813,290,1691,0.5
814,291,3799,0.5
815,291,626,0.5
816,291,7051,0.5
817,291,5668,0.5
818,291,5668,0.5
819,291,3902,0.5
820,291,3076,0.5
821,291,1590,0.5
822,292,3238,0.5
823,292,866,0.5
824,292,1490,0.5
825,292,3982,0.5
826,292,1498,0.5
827,292,7397,0.5
828,292,982,0.5
829,292,2054,0.5
830,292,7466,0.5
831,292,5374,0.5
832,292,3222,0.5
833,292,643,0.5
834,292,3858,0.5
835,292,5455,0.5
836,292,2962,0.5
837,293,2389,0.5
838,294,5664,0.5
839,294,5070,0.5
840,294,4955,0.5
841,294,665,0.5
842,294,6714,0.5
843,294,3232,0.5
844,294,4341,0.5
845,294,4108,0.5
846,294,4162,0.5
847,294,5674,0.5
848,294,145,0.5
849,295,1057,0.5
850,295,4768,0.5
851,295,2313,0.5
852,295,3369,0.5
853,295,382,0.5
854,295,4794,0.5
855,295,7072,0.5
856,296,4702,0.5
857,296,386,0.5
858,296,1754,0.5
859,296,1068,0.5
860,296,4013,0.5
861,296,1349,0.5
862,296,38,0.5
863,296,5443,0.5
864,296,5522,0.5
865,298,3670,0.5
866,298,7372,0.5
867,298,2594,0.5
868,298,1683,0.5
869,299,5158,0.5
870,299,53,0.5
871,299,2962,0.5
872,299,664,0.5
873,299,7240,0.5
874,299,5622,0.5
875,299,4336,0.5
876,299,647,0.5
877,299,6426,0.5
878,299,2791,0.5
879,299,7013,0.5
880,299,3600,0.5
881,299,5395,0.5
882,299,257,0.5
883,299,257,0.5
884,299,3735,0.5
885,299,324,0.5
886,301,1247,0.5
887,301,3775,0.5
888,301,38,0.5
889,301,5045,0.5
890,301,6103,0.5
891,303,4644,0.5
892,303,7150,0.5
893,303,1080,0.5
894,303,1313,0.5
895,303,2217,0.5
896,303,2061,0.5
897,306,6987,0.5
898,309,1717,0.5
899,309,5539,0.5
900,310,7260,0.5
901,310,1038,0.5
902,310,6831,0.5
903,311,1069,0.5
904,311,1069,0.5
905,312,120,0.5
906,312,5994,0.5
907,312,2041,0.5
908,312,860,0.5
909,312,3393,0.5
910,312,4002,0.5
911,312,5103,0.5
912,314,5683,0.5
913,314,6968,0.5
914,316,3142,0.5
915,316,6565,0.5
916,316,1639,0.5
917,316,2980,0.5
918,316,3913,0.5
919,316,3359,0.5
920,316,308,0.5
921,316,3844,0.5
922,316,2245,0.5
923,316,4955,0.5
924,316,4423,0.5
925,316,3357,0.5
926,317,3746,0.5
927,317,4086,0.5
928,318,1614,0.5
929,320,7295,0.5
930,320,4646,0.5
931,321,6946,0.5
932,321,5683,0.5
933,322,4917,0.5
934,322,3273,0.5
935,322,3941,0.5
936,323,3923,0.5
937,323,274,0.5
938,324,4679,0.5
939,324,1395,0.5
940,324,3982,0.5
941,324,2313,0.5
942,324,6189,0.5
943,324,749,0.5
944,324,5603,0.5
945,324,1184,0.5
946,324,2177,0.5
947,324,792,0.5
948,324,4644,0.5
949,325,2245,0.5
950,325,792,0.5
951,325,4423,0.5
952,325,473,0.5
953,325,2087,0.5
954,325,3104,0.5
955,326,2957,0.5
956,326,4650,0.5
957,326,2041,0.5
958,328,1464,0.5
959,328,5455,0.5
960,329,2590,0.5
961,329,2406,0.5
962,329,682,0.5
963,330,6626,0.5
964,332,2747,0.5
965,334,57,0.5
966,335,3198,0.5
967,335,6169,0.5
968,335,4439,0.5
969,335,2986,0.5
970,335,969,0.5
971,335,3033,0.5
972,335,1504,0.5
973,335,38,0.5
974,336,695,0.5
975,336,714,0.5
976,337,7318,0.5
977,339,3273,0.5
978,342,4543,0.5
979,343,4479,0.5
980,343,3483,0.5
981,344,3097,0.5
982,345,5943,0.5
983,345,2218,0.5
984,345,2218,0.5
985,347,4494,0.5
986,347,1723,0.5
987,347,789,0.5
988,347,706,0.5
989,347,706,0.5
990,347,1691,0.5
991,347,5034,0.5
992,347,6189,0.5
993,348,501,0.5
994,349,7044,0.5
995,349,5507,0.5
996,350,4451,0.5
997,350,3159,0.5
998,350,2927,0.5
999,350,6989,0.5
1000,350,6701,0.5
1001,350,6103,0.5
1002,350,3515,0.5
1003,352,5130,0.5
1004,352,5130,0.5
1005,353,4636,0.5
1006,354,2303,0.5
1007,354,2213,0.5
1008,354,2962,0.5
1009,355,2444,0.5
1010,355,1755,0.5
1011,355,3541,0.5
1012,356,4761,0.5
1013,356,5720,0.5
1014,357,757,0.5
1015,357,1458,0.5
1016,357,2500,0.5
1017,357,2311,0.5
1018,357,2405,0.5
1019,361,1344,0.5
1020,362,6973,0.5
1021,362,4980,0.5
1022,362,4650,0.5
1023,362,2303,0.5
1024,362,6282,0.5
1025,362,48,0.5
1026,362,5239,0.5
1027,363,2709,0.5
1028,364,3129,0.5
1029,364,5313,0.5
1030,364,3511,0.5
1031,365,7160,0.5
1032,366,909,0.5
1033,366,5159,0.5
1034,366,6252,0.5
1035,366,156,0.5
1036,366,4259,0.5
1037,366,3252,0.5
1038,366,527,0.5
1039,367,6820,0.5
1040,368,3352,0.5
1041,368,508,0.5
1042,370,6349,0.5
1043,370,5310,0.5
1044,370,2545,0.5
1045,370,4927,0.5
1046,370,5953,0.5
1047,370,1590,0.5
1048,370,1734,0.5
1049,370,1734,0.5
1050,370,6701,0.5
1051,372,6694,0.5
1052,372,3232,0.5
1053,372,5557,0.5
1054,372,168,0.5
1055,372,1015,0.5
1056,372,4899,0.5
1057,372,3273,0.5
1058,372,35,0.5
1059,372,4153,0.5
1060,372,4823,0.5
1061,372,1902,0.5
1062,372,4583,0.5
1063,372,4748,0.5
1064,372,2795,0.5
1065,372,6396,0.5
1066,372,7449,0.5
1067,372,5083,0.5
1068,372,4526,0.5
1069,373,3298,0.5
1070,373,6303,0.5
1071,373,6662,0.5
1072,373,5849,0.5
1073,373,5639,0.5
1074,375,5956,0.5
1075,376,5318,0.5
1076,376,3746,0.5
1077,376,5519,0.5
1078,376,5375,0.5
1079,379,6962,0.5
1080,379,3849,0.5
1081,380,2033,0.5
1082,380,967,0.5
1083,380,2303,0.5
1084,381,2908,0.5
1085,382,4631,0.5
1086,382,7253,0.5
1087,382,1490,0.5
1088,382,2413,0.5
1089,382,607,0.5
1090,382,6988,0.5
1091,382,1808,0.5
1092,382,2790,0.5
1093,382,907,0.5
1094,382,2406,0.5
1095,382,6425,0.5
1096,382,5392,0.5
1097,382,945,0.5
1098,382,1725,0.5
1099,382,3849,0.5
1100,382,6979,0.5
1101,382,1706,0.5
1102,382,5497,0.5
1103,383,2526,0.5
1104,384,7063,0.5
1105,385,4112,0.5
1106,385,5445,0.5
1107,385,7257,0.5
1108,385,5865,0.5
1109,385,5075,0.5
1110,385,3207,0.5
1111,385,2675,0.5
1112,388,445,0.5
1113,388,4218,0.5
1114,388,1103,0.5
1115,390,4640,0.5
1116,391,7488,0.5
1117,391,5310,0.5
1118,391,5971,0.5
1119,391,682,0.5
1120,391,4885,0.5
1121,392,2399,0.5
1122,393,3683,0.5
1123,394,7219,0.5
1124,394,1807,0.5
1125,394,141,0.5
1126,394,1990,0.5
1127,395,2659,0.5
1128,395,284,0.5
1129,395,5620,0.5
1130,395,1725,0.5
1131,395,3128,0.5
1132,397,3910,0.5
1133,399,1868,0.5
1134,399,1761,0.5
1135,399,3315,0.5
1136,399,6027,0.5
1137,400,745,0.5
1138,400,3196,0.5
1139,400,6094,0.5
1140,400,1285,0.5
1141,401,7471,0.5
1142,401,2795,0.5
1143,401,1157,0.5
1144,401,2962,0.5
1145,405,2399,0.5
1146,406,25,0.5
1147,406,1934,0.5
1148,406,982,0.5
1149,407,285,0.5
1150,409,4955,0.5
1151,410,7045,0.5
1152,410,1343,0.5
1153,411,2291,0.5
1154,412,4955,0.5
1155,412,6286,0.5
1156,412,6369,0.5
1157,413,5169,0.5
1158,413,3170,0.5
1159,413,3181,0.5
1160,413,3511,0.5
1161,413,2709,0.5
1162,413,7060,0.5
1163,413,4646,0.5
1164,413,236,0.5
1165,413,1481,0.5
1166,413,6063,0.5
1167,413,7069,0.5
1168,413,6812,0.5
1169,413,2693,0.5
1170,416,2297,0.5
1171,418,402,0.5
1172,420,2158,0.5
1173,420,2911,0.5
1174,420,3553,0.5
1175,423,5414,0.5
1176,423,6441,0.5
1177,423,6478,0.5
1178,423,6975,0.5
1179,424,7127,0.5
1180,425,2968,0.5
1181,425,2161,0.5
1182,425,1133,0.5
1183,427,2464,0.5
1184,427,2560,0.5
1185,427,5602,0.5
1186,427,3685,0.5
1187,428,4037,0.5
1188,428,4112,0.5
1189,429,6699,0.5
1190,429,904,0.5
1191,430,3709,0.5
1192,430,4768,0.5
1193,430,1265,0.5
1194,431,5239,0.5
1195,432,3902,0.5
1196,432,1164,0.5
1197,432,605,0.5
1198,433,1164,0.5
1199,433,2140,0.5
1200,433,4486,0.5
1201,433,4420,0.5
1202,433,4627,0.5
1203,433,4278,0.5
1204,433,7335,0.5
1205,433,1734,0.5
1206,434,7015,0.5
1207,434,6425,0.5
1208,434,2981,0.5
1209,434,4734,0.5
1210,434,4975,0.5
1211,434,2258,0.5
1212,434,6332,0.5
1213,434,2397,0.5
1214,434,665,0.5
1215,434,1723,0.5
1216,434,1708,0.5
1217,434,3814,0.5
1218,434,1561,0.5
1219,434,3721,0.5
1220,434,6726,0.5
1221,434,3371,0.5
1222,434,4640,0.5
1223,434,3250,0.5
1224,434,5169,0.5
1225,434,1808,0.5
1226,434,5345,0.5
1227,434,5872,0.5
1228,434,5907,0.5
1229,434,6769,0.5
1230,434,4341,0.5
1231,434,559,0.5
1232,434,2712,0.5
1233,434,2274,0.5
1234,434,6783,0.5
1235,434,6783,0.5
1236,434,299,0.5
1237,434,6218,0.5
1238,435,5212,0.5
1239,435,4130,0.5
1240,435,7449,0.5
1241,435,6371,0.5
1242,435,6331,0.5
1243,436,3588,0.5
1244,436,5381,0.5
1245,436,2061,0.5
1246,437,7253,0.5
1247,438,1749,0.5
1248,438,1723,0.5
1249,438,900,0.5
1250,438,6701,0.5
1251,438,3556,0.5
1252,438,4904,0.5
1253,439,2435,0.5
1254,439,4260,0.5
1255,440,4640,0.5
1256,440,6885,0.5
1257,440,3000,0.5
1258,440,2594,0.5
1259,440,5866,0.5
1260,440,699,0.5
